mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__min_data_in_leaf,param_model__n_estimators,param_model__num_leaves,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.6577275594075521,0.024504474329028494,0.14188639322916666,0.008165278479121874,0.05,10,20,5,"(0.0, 1.0)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 20, 'model__num_leaves': 5, 'winsorizer__limits': (0.0, 1.0)}",0.27001028917475234,0.29903993568664544,0.29808792768045356,0.2890460508472838,0.013465926051854636,61,0.6396371332957891,0.6392176854896486,0.6647743382830451,0.6478763856894942,0.01194988383502639
0.5063873926798502,0.07609950974345604,0.0961448351542155,0.014663960808561718,0.05,10,20,5,"(0.005, 0.995)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 20, 'model__num_leaves': 5, 'winsorizer__limits': (0.005, 0.995)}",0.27001028917475234,0.29903993568664544,0.29808792768045356,0.2890460508472838,0.013465926051854636,61,0.6396371332957891,0.6392176854896486,0.6647743382830451,0.6478763856894942,0.01194988383502639
0.48797957102457684,0.07970003219557856,0.0924820105234782,0.01932278835102252,0.05,10,20,10,"(0.0, 1.0)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 20, 'model__num_leaves': 10, 'winsorizer__limits': (0.0, 1.0)}",0.2809731375204628,0.29903993568664544,0.29748014869320394,0.2924977406334374,0.008173966460656858,57,0.6724223859478824,0.6392176854896486,0.6647948540600516,0.6588116418325276,0.014200637416443722
0.5746723810831705,0.008046129362782825,0.08056195576985677,0.027893280973949,0.05,10,20,10,"(0.005, 0.995)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 20, 'model__num_leaves': 10, 'winsorizer__limits': (0.005, 0.995)}",0.2809731375204628,0.29903993568664544,0.29748014869320394,0.2924977406334374,0.008173966460656858,57,0.6724223859478824,0.6392176854896486,0.6647948540600516,0.6588116418325276,0.014200637416443722
0.378850777943929,0.017557951944619416,0.06362525622049968,0.015084399636397001,0.05,10,20,20,"(0.0, 1.0)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 20, 'model__num_leaves': 20, 'winsorizer__limits': (0.0, 1.0)}",0.2809731375204628,0.29903993568664544,0.29748014869320394,0.2924977406334374,0.008173966460656858,57,0.6724223859478824,0.6392176854896486,0.6647948540600516,0.6588116418325276,0.014200637416443722
0.3478597005208333,0.046579047897288506,0.07498423258463542,0.02140154385759274,0.05,10,20,20,"(0.005, 0.995)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 20, 'model__num_leaves': 20, 'winsorizer__limits': (0.005, 0.995)}",0.2809731375204628,0.29903993568664544,0.29748014869320394,0.2924977406334374,0.008173966460656858,57,0.6724223859478824,0.6392176854896486,0.6647948540600516,0.6588116418325276,0.014200637416443722
0.46720163027445477,0.05419526069370825,0.11658644676208496,0.02344405009582966,0.05,10,50,5,"(0.0, 1.0)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 50, 'model__num_leaves': 5, 'winsorizer__limits': (0.0, 1.0)}",0.2531801539846331,0.32522494614989905,0.26296120584105853,0.2804554353251969,0.03190766959490945,69,0.8889248854444772,0.8850641428864118,0.8903461261612166,0.8881117181640352,0.0022317060138401577
0.7011262575785319,0.014436072543996103,0.09005395571390788,0.007337153546041567,0.05,10,50,5,"(0.005, 0.995)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 50, 'model__num_leaves': 5, 'winsorizer__limits': (0.005, 0.995)}",0.2531801539846331,0.32522494614989905,0.26296120584105853,0.2804554353251969,0.03190766959490945,69,0.8889248854444772,0.8850641428864118,0.8903461261612166,0.8881117181640352,0.0022317060138401577
0.5320191383361816,0.015830082640948623,0.07851942380269368,0.027099313670311997,0.05,10,50,10,"(0.0, 1.0)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 50, 'model__num_leaves': 10, 'winsorizer__limits': (0.0, 1.0)}",0.27039822967500937,0.3510528670327997,0.2798031884796033,0.3004180950624708,0.03600947478923135,43,0.8991158216144441,0.8877933601033156,0.8916853331087076,0.892864838275489,0.004697017351227288
0.5390270551045736,0.04249750930308034,0.08136622111002605,0.025127379821253543,0.05,10,50,10,"(0.005, 0.995)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 50, 'model__num_leaves': 10, 'winsorizer__limits': (0.005, 0.995)}",0.27039822967500937,0.3510528670327997,0.2798031884796033,0.3004180950624708,0.03600947478923135,43,0.8991158216144441,0.8877933601033156,0.8916853331087076,0.892864838275489,0.004697017351227288
0.5753169854482015,0.05827218859288343,0.0915842851003011,0.006409328879137728,0.05,10,50,20,"(0.0, 1.0)","{'model__learning_rate': 0.05, 'model__min_data_in_leaf': 10, 'model__n_estimators': 50, 'model__num_leaves': 20, 'winsorizer__limits': (0.0, 1.0)}",0.27039822967500937,0.3510528670327997,0.2798031884796033,0.3004180950624708,0.03600947478923135,43,0.8991158216144441,0.8877933601033156,0.8916853331087076,0.892864838275489,0.004697017351227288
